Catalog#,Artist,Title,Label,Format,Rating,Released,release_id,CollectionFolder,Date Added,Collection Media Condition,Collection Sleeve Condition,Collection Notes
T-54303F,Stevie Wonder,Send One Your Love,Tamla,"7"", Single",,1979,12524700,45 Funk/Soul,2019-10-14 02:39:39,Very Good Plus (VG+),Generic,
T13-340C2,Stevie Wonder,Songs In The Key Of Life,Tamla,"2xLP, Ter + 7"", EP + Album, Gat",,1976,266650,Funk/Soul,2018-08-08 23:48:38,Very Good Plus (VG+),Very Good Plus (VG+),
T315L,Eddie Kendricks,People...Hold On,Tamla,"LP, Album, RE",,2018,11920301,Funk/Soul,2018-08-08 23:04:00,Near Mint (NM or M-),Near Mint (NM or M-),
TS 284,Marvin Gaye / Tammi Terrell,You're All I Need,Tamla,"LP, Album, RE, RP",,2016,8133493,Funk/Soul,2018-08-08 23:46:07,Near Mint (NM or M-),Near Mint (NM or M-),
"T7-319R1, T 319L",Stevie Wonder,Talking Book,"Tamla, Tamla","LP, Album, RE, Gat",,1977,1271120,Funk/Soul,2018-08-08 23:43:12,Very Good Plus (VG+),Very Good Plus (VG+),
"TS310, T 310",Marvin Gaye,What's Going On,"Tamla, Tamla","LP, Album, RE, Sup",,0,5365022,Funk/Soul,2021-02-06 11:00:06,Mint (M),Mint (M),
"TS 279, 279, S-279",Stevie Wonder,I Was Made To Love Her,"Tamla, Tamla, Tamla","LP, Album, RE",,0,4836478,60's R&B,2018-08-11 01:23:17,Near Mint (NM or M-),Near Mint (NM or M-),
45-TRC-931,Percy Mayfield,River's Invitation / Baby Please,Tangerine Records,"7""",,1963,3245311,45 Blues,2020-11-17 07:09:21,Near Mint (NM or M-),Generic,
"JC 35594, 35594",Bob James,Touchdown,"Tappan Zee Records, Columbia, Tappan Zee Records, Columbia","LP, Album, San",,1978,7874409,Jazz,2021-09-23 16:20:38,Very Good Plus (VG+),Near Mint (NM or M-),
none,Sister Nancy,Bam Bam,Techniques,"7"", Single, RP",,0,11102904,45 Reggae/Dancehall,2021-08-21 21:17:00,Near Mint (NM or M-),Near Mint (NM or M-),
IMAR130LP,Various,The Now Sound Of Nashville: Psychedelic Gestures In The Country Music Experience (1966-1973),"The Iron Mountain Analogue Research Facility, The Omni Recording Corporation","LP, Comp, Ltd, 180",,2023,26476292,70's Rock,2023-05-31 18:14:46,Mint (M),Near Mint (NM or M-),
PP12007,New York Underground Funk Band,New York Underground Funk Band,The Preservation Project,"12"", EP, Ltd, 180",,2018,13913230,Funk/Soul,2022-11-04 19:42:24,Near Mint (NM or M-),Near Mint (NM or M-),
TMR-546,Captain Beefheart & The Magic Band,Trout Mask Replica,"Third Man Records, Bizarre Industries","2xLP, Album, RSD, RE, RM, Gat",,2019,13434079,70's Rock,2022-12-09 22:20:48,Mint (M),Mint (M),
"TMR-638, B0030103-01",Albert Ayler,New Grass,"Third Man Records, Impulse!, Verve Records, Universal Music Special Markets","LP, Album, RE, Gat",,2020,15502079,Jazz,2021-08-07 19:20:51,Mint (M),Mint (M),
TWM18,Bill Mason,Gettin' Off,Tidal Waves Music,"LP, Album, Ltd, RE",,2018,12094565,Jazz,2018-08-08 02:32:53,Near Mint (NM or M-),Near Mint (NM or M-),
TWM24,Ofege,The Last Of The Origins,Tidal Waves Music,"LP, Album, RSD, Ltd, RE",,2018,12636105,African,2018-11-23 21:52:41,Mint (M),Mint (M),
TWM41,King Hannibal,Truth,Tidal Waves Music,"LP, Album, RE",,2019,14397851,Funk/Soul,2023-05-21 22:33:07,Near Mint (NM or M-),Near Mint (NM or M-),
TWM52,Shock (3),Electrophonic Funk,Tidal Waves Music,"LP, Album, RE",,2020,15897835,Funk/Soul,2021-07-15 15:32:02,Mint (M),Mint (M),
TWM84,William Odell Hughes,Cruisin',Tidal Waves Music,"LP, Album, RE",,2023,26781455,Funk/Soul,2023-04-17 22:10:38,Mint (M),Mint (M),
TWM96,Karin Jones,Under The Influence Of Love,Tidal Waves Music,"LP, Album, Ltd, RE, Whi",,2023,26694005,Funk/Soul,2023-07-02 00:55:51,Mint (M),,
TWM39,Malaku Daku,Love Drums From The Ghetto,"Tidal Waves Music, The Basement Labs","LP, Album, Ltd, RE",,2019,14471548,Funk/Soul,2023-01-31 16:36:18,Mint (M),Mint (M),
TE127,The Hotelier,"Home, Like Noplace Is There",Tiny Engines,"LP, Album, Ltd, RP, Opa",,2019,14714912,Contemporary Emo,2020-02-18 01:42:52,Mint (M),Mint (M),
TE149,The Hotelier,Goodness,Tiny Engines,"2xLP, Album, Ltd, Faw",,2016,8657414,Contemporary Emo,2019-10-01 04:54:40,Mint (M),Mint (M),
TE184,Alien Boy (4),Sleeping Lessons,Tiny Engines,"LP, Album, Opa",,2018,12557218,Contemporary Emo,2018-10-14 23:15:20,Mint (M),Mint (M),
T 1003,Odds And Ends (2),Love Makes The World Go Round,Today Records,"7"", Single",,1971,1310155,45 Funk/Soul,2020-11-22 06:33:41,Near Mint (NM or M-),Generic,
"TOM-7020, TOM 7020",Jorge Santana,Jorge Santana,"Tomato, Tomato","LP, Album",,1978,9356364,Funk/Soul,2020-01-06 04:06:15,Very Good (VG),Very Good (VG),
TFAC01,Dick Khoza,Chapita,Tooth Factory Music,"LP, RE, RM",,2021,20365195,African,2021-10-07 13:35:33,Mint (M),Mint (M),
B0023464-01,Kendrick Lamar,To Pimp A Butterfly,"Top Dawg Entertainment, Aftermath Entertainment, Interscope Records","2xLP, Album, Gat",,2015,8814849,Hip-Hop,2019-01-04 20:46:38,Near Mint (NM or M-),Near Mint (NM or M-),
B0026745-01,Kendrick Lamar,Damn.,"Top Dawg Entertainment, Aftermath Entertainment, Interscope Records, Aftermath/Interscope Records","2xLP, Album, Gat",,2017,10559651,Hip-Hop,2020-01-08 08:28:42,Mint (M),Mint (M),
19439-90390-1,SZA (2),Good Days,"Top Dawg Entertainment, RCA","10"", Single, Yel",,2021,18895369,Modern R&B,2021-12-30 11:10:30,Mint (M),Mint (M),
19658-77921-1,SZA (2),SOS,"Top Dawg Entertainment, RCA","2xLP, Album",,2023,27139257,Modern R&B,2023-06-01 01:06:09,Mint (M),Mint (M),
"8985-44919-1, 88985-44919-1",SZA (2),Ctrl,"Top Dawg Entertainment, RCA","2xLP, Album, Gre",,2017,11150838,Modern R&B,2018-08-08 21:57:31,Near Mint (NM or M-),Near Mint (NM or M-),
TE 8205,The Gap Band,Outstanding,Total Experience Records,"7"", Single, Styrene",,1982,1486273,45 Funk/Soul,2023-06-12 22:22:16,Very Good (VG),Generic,
"TE-1-3001, 6337 223",The Gap Band,Gap Band IV,"Total Experience Records, Total Experience Records","LP, Album, Pre",,1982,891348,Funk/Soul,2018-08-08 23:35:07,Very Good Plus (VG+),Very Good Plus (VG+),
TG216LP,Blonde Redhead,Melody Of Certain Damaged Lemons,Touch And Go,"LP, Album, RE",,2020,19213792,Indie/Alternative,2021-10-13 13:44:45,Mint (M),Mint (M),
TVLP010,Cortex (6),Volume 2,Trad Vibe,"LP, Album, Ltd, RE",,2013,4587789,French,2021-03-24 16:59:14,Mint (M),Mint (M),
TVLP09,Cortex (6),Troupeau Bleu,Trad Vibe,"LP, Album, Ltd, RE, Pos",,2020,16061434,French,2021-02-16 23:17:35,Mint (M),Mint (M),
TEG 78509-1,Big L,Lifestylez Ov Da Poor & Dangerous,Traffic Entertainment Group,"2xLP, Album, RE, RM",,2010,2357477,Hip-Hop,2019-01-04 21:56:52,Near Mint (NM or M-),Near Mint (NM or M-),
"PRSD 2226, NA 5209",Wendell Harrison & Phil Ranelin,A Message From The Tribe,"Tribe (3), Now-Again Records","LP, Album, RE, RM",,2022,22511573,Jazz,2022-08-07 16:19:34,Mint (M),Mint (M),
none,Dogleg,Melee,Triple Crown Records,"LP, Album, Ltd, Pow",,2020,16625616,Contemporary Emo,2021-03-09 14:42:39,Mint (M),Mint (M),
MOVLP2774,The Chosen Few,Everybody Plays The Fool,"Trojan Records, Music On Vinyl","LP, Album, Ltd, Num, RE, Ora",,2021,17655073,Reggae,2021-05-14 22:32:15,Mint (M),Mint (M),
WPFC-TIF 102,Various,Brazilian Guitar Fuzz Bananas,"Tropicalia In Furs Records, World Psychedelic Funk Classics","2xLP, Comp, RM",,2010,2146894,Brazilian,2022-08-07 16:17:55,Mint (M),Mint (M),
TRUE-101-1,King Krule,6 Feet Beneath The Moon,True Panther Sounds,"2xLP, Album",,2013,4834205,Indie/Alternative,2019-09-03 00:47:09,Mint (M),Mint (M),
TRUE-126,King Krule,The Ooz,"True Panther Sounds, XL Recordings","2xLP, Album",,2017,10984647,Indie/Alternative,2018-08-13 22:54:03,Near Mint (NM or M-),Near Mint (NM or M-),
DEL-45-0105,The Honey Drippers,Impeach The President / Roy C's Theme,Tuff City,"7"", RE",,2014,6125195,45 Funk/Soul,2021-03-06 14:59:37,Mint (M),Mint (M),
DEL-45-0105,The Honey Drippers,Impeach The President / Roy C's Theme,Tuff City,"7"", RE",,2014,6125195,45 Funk/Soul,2021-03-06 14:59:48,Mint (M),Mint (M),
SMS-001-1,Unknown Artist,The Electric Kool-Aid Acid Test,U.F.C.S. Records,"LP, Unofficial",,1986,2682217,Psych/Garage Rock,2020-10-10 00:43:12,Good Plus (G+),Good Plus (G+),
UR12343,Bosq Featuring Nicole Willis,Bad For Me,Ubiquity,"12"", Whi",,2015,6614909,African,2019-10-28 22:11:14,Mint (M),Mint (M),
UR12346,Bosq Featuring Kaleta,Take Over B/W Bounce And Pull Up ,Ubiquity,"12"", Whi",,2015,7346240,African,2018-08-08 02:13:12,Near Mint (NM or M-),Near Mint (NM or M-),
UKY011,Like (2),Gabriel ,UKNOWY Music,"LP, Album",,2018,12694578,Instrumental/Beats,2018-12-22 00:19:09,Mint (M),Mint (M),
00602435838779,DJ Shadow,Endtroducing.....,"UMC, Mo Wax, Island Records","2xLP, Album, RE, RM, Gat",,2021,20340490,Instrumental/Beats,2021-10-14 17:59:49,Mint (M),Mint (M),
"3541560, 0602435415604",Amy Winehouse,At The BBC,"UMC, UMC","3xLP, Album, 180",,2021,18616384,Modern R&B,2021-05-14 22:19:07,Mint (M),Mint (M),
55101,The Foundations,Build Me Up Buttercup / New Direction,UNI Records,"7"", Single",,1968,1316348,45 60's/70's R&B,2023-02-21 22:10:00,Very Good (VG),Generic,
73016,The Foundations,"Baby, Now That I've Found You",UNI Records,"LP, Album, Glo",,1968,2783526,60's R&B,2018-08-09 00:07:49,Very Good Plus (VG+),Very Good Plus (VG+),
 78059-2LP,Lucy Pearl,Lucy Pearl,Unidisc,"2xLP, Album, RE",,2019,14431588,90s R&B,2021-02-08 16:51:02,Mint (M),Mint (M),
SPEC-1410,Babe Ruth / Rufus & Chaka Khan,The Mexican / Do You Love What You Feel,Unidisc,"12"", Blu",,0,2361322,"12"" Funk/Soul",2023-06-30 23:28:51,Very Good (VG),Very Good (VG),
PROT7230,Masayoshi Takanaka,Seychelles,Universal Music,"LP, Album, Ltd, RE",,2023,26479241,Japanese,2023-04-25 23:36:02,Near Mint (NM or M-),Near Mint (NM or M-),
3597420,"Roel A. Garcia, Frankie Chan",Chungking Express Original Motion Picture Soundtrack (重慶森林 電影原聲大碟),"Universal Music Hong Kong, Block 2 Music","LP, Album",,2022,23059832,Soundtrack,2022-08-12 20:27:09,Mint (M),Mint (M),
"B0015811-01, GET-54043",The Genius / GZA,Liquid Swords,"Universal Music Special Markets, Get On Down","2xLP, Album, RE",,2011,3129975,Hip-Hop,2019-01-04 21:35:11,Near Mint (NM or M-),Near Mint (NM or M-),
173 412 8,Amy Winehouse,Back To Black,"Universal Records, Island Records Group","LP, Album, 180",,2007,7264443,2000s R&B,2021-07-15 15:39:08,Mint (M),Mint (M),
B0015443-01,James Blake,James Blake,Universal Republic Records,"2x12"", Album, 180",,2011,2832463,Indie/Alternative,2018-08-13 22:46:15,Very Good Plus (VG+),Very Good Plus (VG+),
B0016265-01,James Blake,Enough Thunder,Universal Republic Records,"12"", EP",,2011,3215199,Electronic,2018-08-13 22:14:44,Mint (M),Near Mint (NM or M-),
"PLP-7153, PLP-7154",Sylvia Striplin,Give Me Your Love,"Uno Melodic Records, Uno Melodic Records, P-Vine Records, P-Vine Records","2xLP, Album, Ltd, RE",,2022,21963769,Funk/Soul,2023-01-22 23:16:12,Mint (M),Mint (M),
UPT8P-3549,Jodeci,Freek 'N You (Remixes),Uptown Records,"12"", Promo",,1995,2491430,"12"" 90's R&B",2019-01-02 23:42:44,Near Mint (NM or M-),Very Good Plus (VG+),
UPT8P 2605,Notorious B.I.G.,Party And Bullshit,"Uptown Records, MCA Records","12"", Promo",,1993,395768,"12"" Hip-Hop",2019-01-03 00:32:10,Near Mint (NM or M-),Near Mint (NM or M-),
422 860 953-1,Saves The Day,Stay What You Are,Vagrant Records,"LP, Album",,2001,1870684,2000s Emo,2018-08-15 01:50:35,Near Mint (NM or M-),Near Mint (NM or M-),
VAMPI 250LP,Jorge Ben,Bem-Vinda Amizade,Vampi Soul,"LP, Album, RE",,2022,22557041,Brazilian,2023-05-31 18:13:23,Near Mint (NM or M-),Near Mint (NM or M-),
302 067 463 1,The Zombies,The Zombies Greatest Hits,Varèse Sarabande,"LP, Comp, Mono",,2017,10173909,60's Rock,2021-05-14 22:20:30,Mint (M),Mint (M),
V6-5066,Rare Earth,Dreams/Answers,Verve Records,"LP, Album",,1968,14869096,60's Rock,2021-10-22 17:01:47,Very Good Plus (VG+),Very Good Plus (VG+),
VK-10323,Stan Getz / João Gilberto,The Girl From Ipanema,Verve Records,"7"", Single",,1964,624621,45 60's Rock,2023-06-12 22:22:16,Very Good Plus (VG+),Generic,
B0028597-01,Pharoah Sanders,Thembi,"Verve Records, Impulse!, UMe","LP, Album, RE",,2018,12542371,Jazz,2018-11-11 22:51:28,Mint (M),Mint (M),
"B0036678-01, AS-9194",Ahmad Jamal Trio,The Awakening,"Verve Records, Impulse!, UMe","LP, Album, RE, 180",,2023,26740556,Jazz,2023-04-20 23:08:48,Mint (M),Mint (M),
VI-521,Sylvia Robinson,Pillow Talk,Vibration,"7""",,1973,10786316,45 Funk/Soul,2023-06-23 21:47:45,Very Good (VG),Generic,
VTJL-7～8,Nujabes / Fat Jon,Samurai Champloo Music Record - Departure,Victor,"2xLP, Album, Ltd",,2022,23027066,Instrumental/Beats,2022-11-15 19:42:32,Mint (M),Mint (M),
VR176,Taking Back Sunday,Tell All Your Friends,Victory Records,"LP, Album, RP",,2012,4495126,2000s Emo,2018-08-13 23:39:08,Near Mint (NM or M-),Near Mint (NM or M-),
VR192,Silverstein,When Broken Is Easily Fixed,Victory Records,"LP, Album, RM, RP, Yel",,2021,19804315,2000s Emo,2021-09-23 16:49:55,Mint (M),Mint (M),
MR-SSS 539,Tim Maia,Tim Maia,ViNiLiSSSiMO,"LP, Album, RE, 180",,2016,9448705,Brazilian,2023-04-26 21:14:00,Mint (M),Mint (M),
MRSSS 556,Djavan,"A Voz, O Violão, A Música De Djavan",ViNiLiSSSiMO,"LP, Album, RE, 180",,2018,11864924,Brazilian,2018-09-17 23:22:09,Mint (M),Mint (M),
VNT201,J Dilla,Jay Love Japan,Vintage Vibez Music Group,"LP, Album, RE",,2016,8469679,Hip-Hop,2019-01-04 22:03:38,Near Mint (NM or M-),Near Mint (NM or M-),
S7-724381956571,Sneaker Pimps,6 Underground,Virgin,"7"", Single, Juk",,1996,6741103,45 Electronic,2022-03-01 16:13:28,Mint (M),Mint (M),
S7-17332,Janet Jackson,That's The Way Love Goes,"Virgin, CEMA Special Markets","7"", Jukebox",,1993,1959014,45 R&B,2023-06-20 20:25:22,Near Mint (NM or M-),Generic,
B0028048-01,Guru,Jazzmatazz Volume: 1 - Deluxe Edition,"Virgin, Chrysalis, UMe","3xLP, Album, Dlx, RE, Box",,2018,12110282,New Jazz,2018-08-08 00:30:02,Mint (M),Mint (M),
B0022832-01,Gang Starr,Moment Of Truth,"Virgin, Noo Trybe Records","3xLP, Album, RE, RTI",,2015,7026758,Hip-Hop,2019-01-04 20:42:57,Near Mint (NM or M-),Near Mint (NM or M-),
B0022834-01,D'Angelo,Brown Sugar,"Virgin, UMe","2xLP, Album, Ltd, RE, Whi",,2015,7032080,2000s R&B,2018-08-08 04:02:53,Near Mint (NM or M-),Near Mint (NM or M-),
45-157,Otis Redding,(Sittin' On) The Dock Of The Bay,Volt,"7"", Single, PL ",,1968,1321381,Uncategorized,2023-02-20 23:45:56,,,
STX-34165-01,Otis Redding,Lonely & Blue: The Deepest Soul Of Otis Redding,Volt,"LP, Comp, Blu",,2013,4371146,60's R&B,2018-08-11 01:22:07,Near Mint (NM or M-),Near Mint (NM or M-),
VOS-6004,Bar-Kays,Gotta Groove,Volt,"LP, Album",,1969,1417592,Funk/Soul,2019-11-03 00:23:17,Mint (M),Mint (M),
"081227932206, R7 563996",Otis Redding,(Sittin' On) The Dock Of The Bay,"Volt, Volt","7"", Single, Ltd, RE, RM, Gol",,2018,11413736,45 60's/70's R&B,2018-12-24 00:52:31,Mint (M),Mint (M),
VF-07,First Planet,Top Of The World,Voodoo Funk,"12""",,2014,6003812,African,2023-04-26 21:20:19,Mint (M),Mint (M),
VULF2017,Vulfpeck,Mr. Finish Line,Vulf Records,"LP, Album, Ltd, Fan",,2018,11493375,Modern R&B,2018-08-08 21:52:41,Near Mint (NM or M-),Near Mint (NM or M-),
3377746,Various,Oriental Rare Groove (Rare Funky Songs From The Arabic World),Wagram Music,"2xLP, Comp",,2020,15416866,Persian,2021-08-07 19:25:44,Mint (M),Mint (M),
3391436,Various,Sampled Soul,Wagram Music,"2xLP, Comp, RE",,2021,18075877,Funk/Soul,2021-08-27 21:32:36,Mint (M),Mint (M),
WND11295,Sweet Music,I Get Lifted,Wand,"7"", Styrene, She",,1976,562423,45 Funk/Soul,2023-05-24 23:31:15,Near Mint (NM or M-),Generic,
7175,Charles Wright & The Watts 103rd St Rhythm Band,Brown Sugar / Caesar's Palace,Warner Bros. - Seven Arts Records,"7"", Single",,1968,7050693,45 Funk/Soul,2023-02-22 19:04:01,Good Plus (G+),Generic,
163964-1,Built To Spill,Keep It Like A Secret,Warner Bros. Records,"2xLP, Album, Ltd, RE",,2007,1183693,90's Rock/Alternative,2018-08-15 01:53:24,Near Mint (NM or M-),Near Mint (NM or M-),
7-28805,Zapp,Computer Love,Warner Bros. Records,"7""",,1985,1263885,45 Funk/Soul,2023-02-22 16:46:35,Good (G),Generic,
7-29555,Rufus & Chaka Khan,Ain't Nobody,Warner Bros. Records,"7"", Win",,1983,336312,45 80's R&B,2023-02-21 22:30:02,Good (G),Good (G),
7-29746,Prince,Little Red Corvette,Warner Bros. Records,"7"", Single, Win",,1982,13615644,45 80's R&B,2020-11-17 07:41:13,Very Good (VG),Generic,
8122-79777-5,Prince,1999,Warner Bros. Records,"2xLP, Album, RE, 180",,2011,4913531,80's R&B,2018-08-08 23:29:02,Near Mint (NM or M-),Near Mint (NM or M-),
8122-79914-9,Prince And The Revolution,Purple Rain,Warner Bros. Records,"LP, Album, RE, 180",,2009,3021810,80's R&B,2018-08-08 23:21:45,Near Mint (NM or M-),Near Mint (NM or M-),
BS 2616,Tower Of Power,Bump City,Warner Bros. Records,"LP, Album, San",,1972,1510999,Funk/Soul,2023-03-06 23:47:09,Very Good Plus (VG+),Fair (F),
BS 2658,Dionne Warwick,Just Being Myself,Warner Bros. Records,"LP, Album",,1973,1010792,Funk/Soul,2018-08-11 01:18:29,Very Good (VG),Good Plus (G+),
BSK 3010,Fleetwood Mac,Rumours,Warner Bros. Records,"LP, Album, Los",,1977,526351,70's Rock,2018-08-13 21:35:14,Very Good Plus (VG+),Very Good Plus (VG+),
BSK 3598,The Time,The Time,Warner Bros. Records,"LP, Album, Win",,1981,8286645,Funk/Soul,2021-01-12 10:43:03,Near Mint (NM or M-),Near Mint (NM or M-),
BSK 3601,Prince,Controversy,Warner Bros. Records,"LP, Album, RE, Spe",,0,4652703,Funk/Soul,2021-07-15 15:35:19,Mint (M),Mint (M),
DS-089,Prince And The Revolution,Kiss,Warner Bros. Records,"12"", Single, Ltd, S/Edition",,1986,10907048,"12"" Funk/Soul",2019-01-02 23:44:45,Near Mint (NM or M-),Very Good Plus (VG+),
GWB 0517,Prince And The Revolution,I Would Die 4 U / Take Me With U,Warner Bros. Records,"7"", Single",,0,1641711,45 Funk/Soul,2023-02-23 15:38:33,Good Plus (G+),Generic,
WBS 49050,Prince,I Wanna Be Your Lover,Warner Bros. Records,"7"", Single, Spe",,1979,9277655,45 Funk/Soul,2023-07-27 14:27:19,Near Mint (NM or M-),Generic,
WBS 8618,Funkadelic,One Nation Under A Groove,Warner Bros. Records,"7"", Single, Styrene",,1978,19367248,45 Funk/Soul,2023-02-22 18:56:20,Good Plus (G+),Generic,
WBS49534,Zapp,More Bounce To The Ounce,Warner Bros. Records,"7"", Win",,1980,1516041,45 Funk/Soul,2023-02-22 16:35:27,Good (G),,
WBS49623,Zapp,Be Alright,Warner Bros. Records,"7"", Mono, Promo",,1980,2880207,45 Funk/Soul,2023-06-12 22:22:16,Good Plus (G+),Generic,
"0-20249, 9 20249-0 A",Chaka Khan,I Feel For You,"Warner Bros. Records, Warner Bros. Records","12"", Maxi, Spe",,1984,47185,45 80's R&B,2023-02-21 22:19:56,Good Plus (G+),Very Good (VG),
"29286-7, 7-29286",Prince,When Doves Cry,"Warner Bros. Records, Warner Bros. Records","7"", Single, Win",,1984,1051549,45 Funk/Soul,2018-12-21 19:49:27,Mint (M),Near Mint (NM or M-),
"7-29933, 9 29933-7",Michael McDonald,I Keep Forgettin' ,"Warner Bros. Records, Warner Bros. Records","7"", Jac",,1982,1680489,45 80's R&B,2023-07-08 19:01:24,Near Mint (NM or M-),Good Plus (G+),
"9 20246-0 A, 0-20246",Prince And The Revolution,Let's Go Crazy,"Warner Bros. Records, Warner Bros. Records","12"", Maxi, SRC",,1984,115079,"12"" Funk/Soul",2019-01-02 23:39:00,Near Mint (NM or M-),Very Good Plus (VG+),
"9 20246-0 A, 0-20246",Prince And The Revolution,Let's Go Crazy,"Warner Bros. Records, Warner Bros. Records","12"", Maxi, SRC",,1984,115079,Funk/Soul,2020-01-27 00:58:04,Very Good Plus (VG+),Very Good Plus (VG+),
"9 20291-0 A, 0-20291",Prince And The Revolution,I Would Die 4 U (Extended Version),"Warner Bros. Records, Warner Bros. Records","12"", Maxi, Cus",,1984,410761,"12"" Funk/Soul",2019-01-02 23:33:30,Near Mint (NM or M-),Near Mint (NM or M-),
"9 25109-1, 1-25109",The Time,Ice Cream Castle,"Warner Bros. Records, Warner Bros. Records","LP, Album, All",,1984,625713,80's R&B,2018-08-08 23:59:24,Very Good Plus (VG+),Very Good Plus (VG+),
"WBS 49846, WBS49846",George Benson,Turn Your Love Around,"Warner Bros. Records, Warner Bros. Records","7"", Single, Jac",,1981,20019346,45 70's/80's Rock,2023-02-23 15:37:54,Very Good (VG),Generic,
"WBS49505, WBS 49505",George Benson,Give Me The Night,"Warner Bros. Records, Warner Bros. Records","7"", Spe",,1980,229616,45 80's R&B,2023-07-08 19:01:24,Very Good Plus (VG+),Generic,
093624922087,Prince,Prince,Warner Records,"LP, Album, RE",,2020,15702869,Funk/Soul,2021-03-21 14:43:45,Mint (M),Mint (M),
"081227946708, RR1 3104",Black Sabbath,Paranoid,"Warner Records, Rhino Records (2)","LP, Album, RE, RM, Gat",,2019,15072309,70's Rock,2023-04-01 23:23:18,Mint (M),,
WAP228,Flying Lotus,Reset,Warp Records,"12"", EP",,2007,1055913,Instrumental/Beats,2018-12-22 00:32:30,Mint (M),Near Mint (NM or M-),
WAP387,Kelela,Hallucinogen,Warp Records,"12"", EP, RE",,2017,11019529,Modern R&B,2018-08-08 04:11:42,Near Mint (NM or M-),Near Mint (NM or M-),
WARPLP165,Flying Lotus,Los Angeles,Warp Records,"2xLP, Album",,2008,1361206,Instrumental/Beats,2018-12-22 00:41:25,Mint (M),Near Mint (NM or M-),
WARPLP230,Flying Lotus,Until The Quiet Comes,Warp Records,"2xLP, Album",,2012,3909615,Instrumental/Beats,2018-12-22 00:39:07,Mint (M),Mint (M),
WARPLP237,Mount Kimbie,Cold Spring Fault Less Youth,Warp Records,"2x12"", Album",,2013,4617557,Electronic,2020-03-09 06:14:58,Mint (M),Mint (M),
WARPLP287X,Kelela,Take Me Apart,Warp Records,"2xLP, Album, Dlx, Ltd, Tra",,2017,10948322,Modern R&B,2018-08-08 22:13:16,Near Mint (NM or M-),Near Mint (NM or M-),
WARPLP291,Flying Lotus,Flamagra,Warp Records,"2xLP, Album",,2019,13647040,Instrumental/Beats,2019-06-15 20:01:32,Mint (M),Mint (M),
WARPLP334,Flying Lotus,Yasuke,Warp Records,"LP, Album, M/Print, Red",,2021,20301088,Instrumental/Beats,2021-12-16 15:50:06,Mint (M),Mint (M),
D-UHF-D17R,Stereolab,Dots And Loops (Expanded Edition),"Warp Records, Duophonic Ultra High Frequency Disks","2xLP, Album, RE, RM + LP + Exp",,2019,14101506,90's Rock/Alternative,2021-08-07 19:02:33,Mint (M),Mint (M),
WS001,Hellogoodbye,Would It Kill You?,Wasted Summer,"LP, Album, Ltd, RE, Ora",,2019,13705802,Indie/Alternative,2019-07-20 19:30:19,Mint (M),Mint (M),
